Country,Powerplant Name,gppd_idnr,Capacity (MW),Latitude,Longitude,Primary Fuel,Owner,Source
India,Askandra - Electromech Maritech Solar Power Plant,WRI1026107,5.0,27.36,71.6918,Solar,Electromech Maritech Private Limited,Lancosola
India,Askandra - Finehope Solar Power Plant,WRI1026108,5.0,27.3632,71.6918,Solar,Finehope Allied Engineering Private Limited,Lancosola
India,Askandra - Khaya Solar Power Plant,WRI1026109,5.0,27.3661,71.6916,Solar,Khaya Solar Projects Private Limited,Lancosola
India,Askandra - Newton Solar Power Plant,WRI1026110,5.0,27.3537,71.6917,Solar,Newton Solar Private Limited,Lancosola
India,Askandra - Saidham Solar Power Plant,WRI1026111,5.0,27.3504,71.6918,Solar,Saidham Overseas Private Limited,Lancosola
India,Askandra - Vasavi Solar Power Plant,WRI1026112,5.0,27.3566,71.6917,Solar,Vasavi Solar Power Private Limited,Lancosola
India,B. BRIDGE D.G,IND0000018,200.0,13.0977,80.2695,Oil,,Central Electricity Authority
India,BADARPUR,IND0000019,705.0,28.506,77.3066,Coal,,Central Electricity Authority
India,BAGALKOT ICP,WRI1019905,28.0,16.2804,75.225,Biomass,Indian Power ltd,Indian Power ltd
India,BAGLIHAR HEP,IND0000020,450.0,33.1815,75.3155,Hydro,,Central Electricity Authority
India,BAIRA SIUL,IND0000022,180.0,32.8063,76.1418,Hydro,,Central Electricity Authority
India,BAKRESWAR,IND0000023,1050.0,23.8285,87.4513,Coal,,Central Electricity Authority
India,BALIMELA,IND0000024,510.0,18.1396,82.1221,Hydro,,Central Electricity Authority
India,BALLARPUR BILT POWER,WRI1019941,67.5,19.8601,79.3421,Coal,Ballarpur Industries ltd,Ballarpur Industries ltd
India,BAMANIA CEMENT,WRI1019882,10.0,24.6929,74.689,Coal,Jk Cement ltd,Jk Cement ltd
India,BANDAKHAR TPP,IND0000026,300.0,22.3421,82.4305,Coal,,Central Electricity Authority
India,BANDEL,IND0000027,455.0,22.9956,88.4042,Coal,,Central Electricity Authority
India,BANER,IND0000028,12.0,32.1686,76.4695,Hydro,,Central Electricity Authority
India,BANSAGAR (I),IND0000029,315.0,24.1917,81.2875,Hydro,,Central Electricity Authority
India,BANSAGAR (II),IND0000030,30.0,24.1917,81.2875,Hydro,,Central Electricity Authority
India,BANSAGAR (III),IND0000031,60.0,24.1917,81.2875,Hydro,,Central Electricity Authority
India,BANSAGAR (IV),IND0000032,20.0,24.223,81.2747,Hydro,,Central Electricity Authority
India,BANSWARA CEMENT,WRI1019883,20.0,23.6026,74.2562,Coal,India Ltd icl),India Ltd icl)
India,BARADARHA TPP,IND0000033,1200.0,21.9114,83.1889,Coal,,Central Electricity Authority
India,BARAMURA,IND0000034,42.0,23.807,91.565,Gas,,Central Electricity Authority
India,BARAUNI,IND0000035,720.0,25.3999,86.0218,Coal,,Central Electricity Authority
India,BARGI,IND0000036,90.0,22.9417,79.925,Hydro,,Central Electricity Authority
India,BARH STPP II,IND0000037,1320.0,25.4865,85.7452,Coal,,Central Electricity Authority
India,BARKHERA TPP,IND0000038,90.0,28.4723,79.8066,Coal,,Central Electricity Authority
India,BARSINGAR LIGNITE,IND0000039,250.0,27.8453,73.2,Coal,,Central Electricity Authority
India,BASIN BRIDGE GT,IND0000040,120.0,13.1021,80.2682,Gas,,Central Electricity Authority
India,BASPA,IND0000041,300.0,31.4306,78.241,Hydro,,Central Electricity Authority
India,BASSI,IND0000042,64.0,31.9546,76.7986,Hydro,,Central Electricity Authority
India,BEL Chikhalhol Wind Farm,WRI1026664,20.0,17.3816,74.5345,Wind,Bhilwara Energy Limited,CDM
India,BELA NAGPUR,WRI1019942,270.0,20.805,79.0547,Coal,Ideal Projects ltd,Ideal Projects ltd
India,BELGAUM UGAR,WRI1019906,22.8,16.6505,74.8209,Biomass,Ugar Works ltd,Ugar Works ltd
India,BELLAD-BAGEWADI,WRI1019907,15.0,16.2774,74.7111,Biomass,Vishwanath Sugars ltd,Vishwanath Sugars ltd
India,BELLARY HOTHUR,WRI1019908,10.0,15.1831,76.7909,Coal,Hothur Pvt ltd,Hothur Pvt ltd
India,BELLARY JANKI,WRI1019909,18.0,15.1777,77.1036,Coal,Janki Corp ltd,Janki Corp ltd
India,BELLARY TPS,IND0000045,1700.0,15.1932,76.7195,Coal,,Central Electricity Authority
India,BHADRA,IND0000046,39.2,13.7008,75.6373,Hydro,,Central Electricity Authority
India,BHADRAVATI MILL,WRI1019910,41.0,13.8274,75.7131,Coal,Mysore Mills ltd,Mysore Mills ltd
India,BHAKRA,IND0000047,1325.0,31.4107,76.4328,Hydro,,Central Electricity Authority
India,BHANDARA STEEL MILL,WRI1019943,15.0,21.232,79.6311,Coal,Sunflag Co ltd,Sunflag Co ltd
India,BHANDARA VARAM,WRI1019944,10.0,21.0813,79.7708,Biomass,Varam Pvt ltd,Varam Pvt ltd
India,BHANDARDHARA,IND0000048,34.0,19.5555,73.8087,Hydro,,Central Electricity Authority
India,BHATGARH,IND0000049,16.0,18.1012,73.7252,Hydro,,Central Electricity Authority
India,BHATSA,IND0000050,15.0,19.5132,73.4173,Hydro,,Central Electricity Authority
India,BHAVNAGAR TPP,IND0000514,500.0,21.5837,72.2222,Coal,,Central Electricity Authority
India,BHAWANI KATTALAI -II,IND0000052,30.0,11.331,77.758,Hydro,,Central Electricity Authority
India,BHAWANI KATTALAI -III,IND0000053,30.0,11.2428,77.8659,Hydro,,Central Electricity Authority
India,BHAWANI KATTALAI BARRAGE,IND0000051,30.0,11.3842,77.7145,Hydro,,Central Electricity Authority
India,BHIGWAN MILL,WRI1019945,30.0,18.2416,74.7529,Coal,Ballarpur Industries ltd,Ballarpur Industries ltd
India,BHILAI TPP,IND0000054,500.0,21.184,81.4237,Coal,,Central Electricity Authority
India,BHIRA,IND0000055,300.0,18.455,73.3907,Hydro,,Central Electricity Authority
India,BHIRA TAIL RACE,IND0000056,80.0,18.4426,73.3498,Hydro,,Central Electricity Authority
India,BHIVPURI,IND0000057,75.0,18.9368,73.4527,Hydro,,Central Electricity Authority
India,BHUSAWAL,IND0000058,1210.0,21.0483,75.8425,Coal,,Central Electricity Authority
India,BILIYAKALAN PLANT,WRI1019884,10.0,25.2267,74.6216,Biomass,Sangam Spinners ltd,Sangam Spinners ltd
India,BINA REFINERY,WRI1019997,99.0,24.2508,78.1606,Coal,Bharat Refinery ltd,Bharat Refinery ltd
India,BINA TPP,IND0000059,500.0,23.3172,78.1336,Coal,,Central Electricity Authority
India,BINANI CEMENT PLANT,WRI1019885,69.6,24.8263,73.0901,Coal,Binani Industries ltd,Binani Industries ltd
India,BINJKOTE,IND0000527,600.0,22.0103,83.2058,Coal,,Central Electricity Authority
India,BINWA,IND0000060,6.0,32.1121,76.6537,Hydro,,Central Electricity Authority
India,BIRSINGHPUR,IND0000061,20.0,23.3256,81.0333,Hydro,,Central Electricity Authority
India,BOKARO A ''EXP'',IND0000063,500.0,23.6783,86.0888,Coal,,Central Electricity Authority
India,BOKARO B,IND0000064,210.0,23.785,85.88,Coal,,Central Electricity Authority
India,BONGAIGAON TPP,IND0000066,500.0,26.5145,90.5287,Coal,,Central Electricity Authority
India,BP Brahmanvel Wind Farm,WRI1026079,40.0,21.2083,74.1543,Wind,,CDM
India,BRAMHAPURAM DG,IND0000067,60.0,9.9975,76.3744,Oil,,Central Electricity Authority
India,BSES Kerala CCGT,IND0000068,165.0,10.074,76.3188,Gas,,Central Electricity Authority
India,BUDGE BUDGE,IND0000069,750.0,22.4673,88.14,Coal,,Central Electricity Authority
India,BUDHIL,IND0000070,70.0,32.4584,76.532,Hydro,,Central Electricity Authority
India,BUTIBORI PLANT,WRI1019946,81.5,20.9225,78.9535,Oil,Indo Synthetics ltd,Indo Synthetics ltd
India,BUTIBORI TPP -II,IND0000071,600.0,20.9286,78.9333,Coal,,Central Electricity Authority
India,Bamani Solar Power Plant,WRI1026113,1.0,18.0791,76.1807,Solar,Dr Babasaheb Ambedkar SSK Limited,Ambed K Sugar
India,Bamanwali Solar Power Plant,WRI1026114,1.0,28.3683,73.5286,Solar,AEW Infratech Private Limited,AES Winfra
India,Bannari Amman Spinning Mills Wind Power Project,WRI1026655,11.2,10.7389,77.416,Wind,Enercon India Ltd.,CDM
India,Bap - GIS 1-2 Solar Power Plant,WRI1026115,15.0,27.3827,72.3188,Solar,Green Infra Solar Farms Private Limited (GIS),Sembcorp
India,Bap - GIS 3 Solar Power Plant,WRI1026116,10.0,27.3893,72.3134,Solar,Green Infra Solar Farms Private Limited (GIS),Sembcorp
India,Bap - OPG Solar Power Plant,WRI1026117,5.0,27.3525,72.3554,Solar,OPG Energy Private Limited,CDM
India,Bap - Punj Lloyd Solar Power Plant,WRI1026118,5.0,27.3851,72.3042,Solar,Punj Lloyd Solar Private Limited,Punj Lloyd
India,Bapodar - Hiraco Solar Power Plant,WRI1026119,20.0,21.5967,69.843,Solar,Hiraco Renewable Energy Private Limited (HREPL),Hiraco India
India,Bapodar - MBEDL Solar Power Plant,WRI1026120,15.0,21.6024,69.8441,Solar,Moser Baer Energy & Development Limited (MBEDL),Moserbaer Solar
India,Bavadi Barsingha - Giriraj Solar Power Plant,WRI1026121,36.3,27.4387,72.3245,Solar,Giriraj Enterprises,Lingandwi
India,Bavadi Barsingha - LEPL Solar Power Plant,WRI1026122,10.0,27.4523,72.3388,Solar,LEPL Projects Limited,LEPL
India,Belagau Wind Farm,WRI1026090,1.0,26.7272,70.8304,Wind,,CDM
India,Belagwi Wind Turbines,WRI1026075,1.7,16.4961,74.5417,Wind,,CDM
India,Belgaum Gadag Wind Farm,WRI1026073,24.8,15.4038,75.5625,Wind,,CDM
India,Belgaum Wind farm,WRI1026074,50.4,15.9349,74.7007,Wind,,CDM
India,Bera Wind Farm,WRI1026083,150.0,23.0544,68.8782,Wind,,CDM
India,Bhadrada Solar Power Plant,WRI1026123,5.0,23.6688,71.5782,Solar,Lanco Solar Energy Private Limited,Lancosola
India,Bhat Khedi Wind Farm,WRI1026088,98.7,23.6756,75.0565,Wind,,CDM
India,Bhatkota Solar Power Plant,WRI1026124,3.0,23.5594,73.286,Solar,Abellon CleanEnergy Limited,CleanEnerg teLeanenergy
India,Bitta Solar Power Plant,WRI1026125,40.0,23.2579,69.0255,Solar,Adani Power Limited,Adani Power Limite r Er
India,Boha Solar Power Plant,WRI1026126,4.2,29.8504,75.49,Solar,Madhav Solar Private Limited,Madhav Group
India,Bonada Solar Power Plant,WRI1026127,1.0,26.5249,71.5212,Solar,Rays Power Private Limited,Power Private edM/Pdf
India,CHAKABURA TPP,IND0000072,60.0,22.3932,82.5532,Coal,,Central Electricity Authority
India,CHAMERA II,IND0000073,300.0,32.4734,76.2552,Hydro,,Central Electricity Authority
India,CHAMERA-I,IND0000074,540.0,32.5966,75.9857,Hydro,,Central Electricity Authority
India,CHAMERA-III,IND0000075,231.0,32.4733,76.44,Hydro,,Central Electricity Authority
India,CHANDA CEMENT WORKS,WRI1019947,40.0,19.9213,79.1133,Coal,Acc Acc ltd,Acc Acc ltd
India,CHANDERIA CEMENT WORKS,WRI1019886,35.0,24.9293,74.6367,Coal,Birla Corp ltd,Birla Corp ltd
India,CHANDERIA SMELTER,WRI1019887,234.0,24.9637,74.6656,Coal,Hindustan Zinc ltd,Hindustan Zinc ltd
India,CHANDRAPUR GUPTA,WRI1019948,120.0,19.93,79.1346,Coal,Gupta Ltd gepl),Gupta Ltd gepl)
India,CHANDRAPUR MANIKGHAR,WRI1019949,10.0,19.7218,79.1757,Coal,Manikghar Cement co,Manikghar Cement co
India,CHANDRAPURA,IND0000078,630.0,23.7376,86.1273,Coal,,Central Electricity Authority
India,CHANDRAPUR_Coal,IND0000076,2920.0,20.0063,79.29,Coal,,Central Electricity Authority
India,CHANJU-I,IND0000515,36.0,32.7369,76.2477,Hydro,,Central Electricity Authority
India,CHEMBUKADAVU-II,IND0000079,3.75,11.4645,76.0376,Hydro,,Central Electricity Authority
India,CHENANI I to III,IND0000080,32.8,32.9578,75.1705,Hydro,,Central Electricity Authority
India,CHHABRA TPS,IND0000081,1660.0,24.6217,77.0357,Coal,,Central Electricity Authority
India,CHIBRO (YAMUNA),IND0000082,240.0,30.5559,77.7915,Hydro,,Central Electricity Authority
India,CHILLA,IND0000083,144.0,29.976,78.2203,Hydro,,Central Electricity Authority
India,CHUTAK,IND0000084,44.0,34.4903,76.1137,Hydro,,Central Electricity Authority
India,CHUZACHEN,IND0000085,110.0,27.2093,88.6659,Hydro,,Central Electricity Authority
India,CORE GREEN SUGAR,WRI1019911,24.0,16.5471,77.0825,Biomass,Core Fuels ltd,Core Fuels ltd
India,Chandrapur Solar Power Plant,WRI1026128,5.0,20.0209,79.2712,Solar,Maharashtra State Power Generation Co Ltd (MAHAGENCO),Maharashtra State Power Generation Co Ltd (MAHAGENCO)
India,Charanka Solar Power Plant,WRI1026129,221.0,23.907,71.1881,Solar,Charanka Solar Park,Solar for India
India,Chhadavada Wind Farm,WRI1026672,21.0,23.2443,70.4603,Wind,India Oil Corporation Limited,CDM
India,Chingerbandh Solar Power Plant,WRI1026130,5.0,20.6729,83.1107,Solar,Alex Green Energy Private Limited,P3 Green
India,D.P.L.,IND0000087,660.0,23.5211,87.3023,Coal,,Central Electricity Authority
India,DADRI (NCTPP),IND0000088,1820.0,28.603,77.6078,Coal,,Central Electricity Authority
India,DADRI GT,IND0000089,816.4,28.5932,77.6101,Gas,,Central Electricity Authority
India,DAE RAJASTHAN,IND0000086,100.0,24.8747,75.6189,Nuclear,,Central Electricity Authority
India,DAHANU FRESNEL,WRI1019902,100.0,26.7803,72.0091,Coal,Reliance Power ltd,Reliance Power Ltd
India,DAMODARAM SANJEEVAIAH,IND0000090,1600.0,14.3444,80.1264,Coal,,Central Electricity Authority
India,DANAPUR BMM,WRI1019912,25.0,15.1707,76.377,Coal,Bmm Pvt ltd,Bmm Pvt ltd
India,DAUND SUGAR,WRI1019950,30.0,18.4271,74.6338,Biomass,Daund Sugar ltd,Daund Sugar ltd
India,DAVANGERE MILL,WRI1019914,24.0,14.3277,75.8808,Biomass,Davangere Co ltd,Davangere Co ltd
India,DEHAR,IND0000091,990.0,31.4133,76.8686,Hydro,,Central Electricity Authority
India,DERANG,IND0000092,1200.0,21.1238,84.9843,Coal,,Central Electricity Authority
India,DGEN MEGA CCCP,IND0000093,1200.0,21.6923,72.6215,Gas,,Central Electricity Authority
India,DHAKRANI,IND0000094,33.75,30.4561,77.7368,Hydro,,Central Electricity Authority
India,DHALIPUR,IND0000095,51.0,30.4354,77.6821,Hydro,,Central Electricity Authority
India,DHANU,IND0000096,500.0,19.9545,72.7478,Coal,,Central Electricity Authority
India,DHARIWAL INF TPP,IND0000097,600.0,20.0102,79.2033,Coal,,Central Electricity Authority
India,DHAULI GANGA,IND0000098,280.0,29.8783,80.5727,Hydro,,Central Electricity Authority
India,DHOLPUR,IND0000099,330.0,26.7024,77.8492,Gas,,Central Electricity Authority
India,DHUVARAN CCPP,IND0000101,595.2,22.2396,72.752,Gas,,Central Electricity Authority
India,DIGHE WORKS,WRI1019951,22.0,19.1896,73.004,Oil,Mukand Mukand ltd,Mukand Mukand ltd
India,DIKCHU,IND0000528,96.0,27.4028,88.5247,Hydro,,Central Electricity Authority
India,DLF,IND0000103,15.5,24.8271,92.9737,Gas,,Central Electricity Authority
India,DNYANESHWAR MILL,WRI1019952,12.96,19.4496,75.0382,Biomass,Shri Ssk ltd,Shri Ssk ltd
India,DOLVI ISPAT,WRI1019953,67.6,18.69,73.039,Oil,Jsw Steel ltd,Jsw Steel ltd
India,DONKARAYI,IND0000104,25.0,17.8994,81.8296,Hydro,,Central Electricity Authority
India,DOYANG,IND0000105,75.0,26.2325,94.2612,Hydro,,Central Electricity Authority
India,DUDH GANGA,IND0000106,24.0,16.3537,74.0095,Hydro,,Central Electricity Authority
India,DUGGAVATHI MILL,WRI1019915,22.0,14.6284,75.8448,Biomass,Shamanur Sugars ltd,Shamanur Sugars ltd
India,DULHASTI,IND0000107,390.0,33.3691,75.7985,Hydro,,Central Electricity Authority
India,DURG SPONGE IRON,WRI1019998,12.8,21.1878,81.2099,Coal,Jai Industries ltd,Jai Industries ltd
India,DURGAPUR,IND0000108,210.0,23.531,87.25,Coal,,Central Electricity Authority
India,DURGAPUR STEEL TPS,IND0000109,1000.0,23.58,87.2043,Coal,,Central Electricity Authority
India,Dadri Solar Power Plant,WRI1026131,5.0,28.5787,77.6314,Solar,Government of India,National Thermal Power Corporation (NTPC)
India,Dandeli Mill,WRI1019913,20.0,15.2529,74.6283,Gas,West Coast Paper Mills Ltd.,West Coast Paper Mills Ltd.
India,Deh Solar Power Plant,WRI1026132,2.0,27.9253,72.8899,Solar,Sanjeev Prakashan,Solar for India
India,Devgarh Wind Farm,WRI1026089,37.5,23.964,74.6215,Wind,,CDM
India,Dhabla Sondhya Solar Power Plant,WRI1026133,28.2,23.8267,75.8988,Solar,Ujaas Energy Limited,Ujaas Energy Limited
India,Dhanera Solar Power Plant,WRI1026134,25.0,24.5216,72.1999,Solar,Sand Land Real Estates Pvt Ltd,Est vt Arind
India,Dhank - Aravali Solar Power Plant,WRI1026135,5.0,21.7766,70.0773,Solar,Aravali Infrapower Private Limited (AIPL),Aravali Infrapower Private Limited (AIPL)
India,Dhursar,WRI1020240,125.0,26.7846,72.0083,Solar,Reliance Power,National Renewable Energy Laboratory
India,Diwakar,WRI1020241,100.0,27.7355,71.6917,Solar,Lanco Infratech,National Renewable Energy Laboratory
India,Dugar Solar Power Plant,WRI1026136,1.0,26.2776,72.651,Solar,Sovox Renewables Private Limited,Sovox Renewables Private Limited
India,ELDARI,IND0000111,22.5,19.7197,76.733,Hydro,,Central Electricity Authority
India,EMCO Sonurle Wind Farm,WRI1026662,9.0,16.8265,73.9269,Wind,EMCO Limited,CDM
India,ESSAR GT IMP.,IND0000114,515.0,21.111,72.655,Gas,,Central Electricity Authority
India,Enercon Babarzar Wind Farm,WRI1026670,11.2,22.1421,69.8442,Wind,Enercon India Ltd.,CDM
India,Enercon Chitradurga Wind Farm,WRI1026095,68.8,13.7276,76.5137,Wind,,CDM
India,Enercon Sonoshi Wind Farm,WRI1026667,20.0,19.6274,73.7839,Wind,Enercon India Ltd.,CDM
India,FARAKKA STPS,IND0000117,2100.0,24.772,87.894,Coal,,Central Electricity Authority
India,F_BAD CCGT,IND0000115,431.586,28.3452,77.3615,Gas,,Central Electricity Authority
India,Frost International Palankottai Wind Farm,WRI1026653,4.25,9.1269,77.6458,Wind,Frost International Limited,CDM
India,G.I.P.C.L. GT,IND0000118,310.0,22.3758,73.1017,Gas,,Central Electricity Authority
India,GACL Kutch Wind Farm,WRI1026671,39.0,23.0272,69.9494,Wind,Gujurat Alkalies and Chemicals Limited,CDM
India,GADEPAN WORKS,WRI1019888,35.0,25.1521,76.182,Gas,Chambal & chem,Chambal & chem
India,GAJ,IND0000119,10.5,32.2417,76.2787,Hydro,,Central Electricity Authority
India,GAMA CCPP  Module - 1,IND0000516,225.0,29.1411,78.9632,Gas,,Central Electricity Authority
India,GANDHAR GT,IND0000120,648.0,21.8242,73.1136,Gas,,Central Electricity Authority
India,GANDHARBAL,IND0000121,15.0,34.2236,74.7781,Hydro,,Central Electricity Authority
India,GANDHI NAGAR,IND0000122,630.0,25.2502,72.6765,Coal,,Central Electricity Authority
India,GANDHI SAGAR,IND0000123,115.0,24.6997,75.5529,Hydro,,Central Electricity Authority
India,GANGUWAL,IND0000124,77.65,31.268,76.492,Hydro,,Central Electricity Authority
India,GAUTAMI CCCP,IND0000125,468.57,17.0386,82.1286,Gas,,Central Electricity Authority
India,GEPL,IND0000126,120.0,19.9324,79.104,Coal,,Central Electricity Authority
India,GFL Gudhepanchgani,WRI1026793,23.1,17.1309,73.9765,Wind,GFL,CDM
India,GHANVI,IND0000127,22.5,31.5425,77.7786,Hydro,,Central Electricity Authority
India,GHAT PRABHA,IND0000128,32.0,16.1424,74.6447,Hydro,,Central Electricity Authority
India,GHATGHAR PSS,IND0000129,250.0,19.5334,73.6509,Hydro,,Central Electricity Authority
India,GHTP (LEH.MOH.),IND0000130,920.0,30.2666,75.1661,Coal,,Central Electricity Authority
India,GHUGUS LMEL,WRI1019955,30.0,19.9306,79.12,Coal,Lloyds Industries ltd,Lloyds Industries ltd
India,GIRI BATA,IND0000132,60.0,30.5307,77.4968,Hydro,,Central Electricity Authority
India,GIWPP Telagi,WRI1026658,23.1,14.6534,75.8613,Wind,Bangalore Electricity Supply Company Limited,CDM
India,GMR WARORA TPP,IND0000112,600.0,20.2723,78.9793,Coal,,Central Electricity Authority
India,GNDTP(BHATINDA),IND0000133,440.0,30.2335,74.9247,Coal,,Central Electricity Authority
India,GODAVARI GT,IND0000134,205.24,17.0587,82.3097,Gas,,Central Electricity Authority
India,GOINDWAL SAHIB TPP,IND0000136,540.0,31.3841,75.1464,Coal,,Central Electricity Authority
India,GRACE INDUSTRIES,WRI1019956,25.0,20.0058,79.1845,Coal,Grace Industries ltd,Grace Industries ltd
India,GREL CCPP (RAJAMUNDRY),IND0000137,768.0,16.9248,81.8111,Gas,,Central Electricity Authority
India,GULBARGA CEMENT,WRI1019916,55.0,17.1084,77.1325,Coal,Orient Cement ltd,Orient Cement ltd
India,GUMTI,IND0000135,15.0,23.4263,91.8223,Hydro,,Central Electricity Authority
India,Gadag Wind Farm,WRI1026072,25.6,15.3418,75.5868,Wind,,CDM
India,Gadna 1 Solar Power Plant,WRI1026137,3.0,27.4269,72.3896,Solar,SunBorne Energy Gujarat,SunBorne Energy Gujarat One Private Limited
India,Gadna 2 Solar Power Plant,WRI1026138,5.0,27.4296,72.3969,Solar,SunBorne Energy Gujarat,SunBorne Energy Gujarat One Private Limited
India,Gandhinagar Solar Power Plant,WRI1026139,1.0,23.1534,72.669,Solar,Pandit Deendayal Petrolium University (PDPU),Pandit Deendayal Petrolium University (PDPU)
India,Garacharma Solar Power Plant,WRI1026140,5.0,11.6117,92.7109,Solar,National Thermal Power Corporation (NTPC) Limited,National Thermal Power Corporation (NTPC)
India,Godawari,WRI1020242,50.0,27.6003,72.2241,Solar,Godwari Green Energy Limited,National Renewable Energy Laboratory
India,Godelai Solar Power Plant,WRI1026141,1.0,26.6532,72.5377,Solar,Zamil New Delhi Infrastructure Private Limited,Ministry of New and Renewable Energy
India,Gondri Solar Power Plant,WRI1026142,5.0,18.3055,76.6551,Solar,Shree Saibaba Green Power Private Limited,Rajasthan Renewable Energy Corporation Limited (RREC)
India,Gorsar Wind Farm,WRI1026081,7.5,21.3131,69.9187,Wind,,CDM
India,Grewal Solar Power Plant,WRI1026143,1.8,30.4613,74.6188,Solar,Solaer,Solaer
India,Gulabpura Solar Power Plant,WRI1026144,5.0,25.86,74.6567,Solar,Amrit Energy Private Limited,Amrit Energy Private Limited
India,Gwal Pahari Solar Power Plant,WRI1026145,3.0,28.4272,77.1596,Solar,Solar Energy Centre,Ministry of New and Renewable Energy
India,HALDIA,IND0000139,600.0,22.1042,88.1764,Coal,,Central Electricity Authority
India,HAMPI,IND0000140,36.0,15.2615,76.3379,Hydro,,Central Electricity Authority
India,HAPURI MILL,WRI1019958,24.0,16.6038,74.4045,Biomass,Jawahar Ssk ltd,Jawahar Ssk ltd
India,HASDEOBANGO,IND0000141,120.0,22.604,82.5977,Hydro,,Central Electricity Authority
India,HAVALGA SUGAR,WRI1019917,25.5,17.1202,76.4004,Biomass,Shree Sugars ltd,Shree Sugars ltd
India,HAZIRA CCCP,IND0000142,156.1,22.3256,69.7399,Gas,,Central Electricity Authority
India,HAZIRA-GSECL,IND0000143,351.43,21.1652,72.6613,Gas,,Central Electricity Authority
India,HINGOLI MILL,WRI1019957,18.9,19.2829,77.1384,Biomass,Purna Ssk ltd,Purna Ssk ltd
India,HIRAKUD I&II,IND0000144,331.5,21.5337,83.8754,Hydro,,Central Electricity Authority
India,HIRIYUR BIOMASS,WRI1019918,25.0,13.9808,76.6279,Biomass,Rk Pvt ltd,Rk Pvt ltd
India,HZL Gadag Wind Farm,WRI1026795,34.4,15.3654,75.5639,Wind,Hindustan Zinc Ltd.,CDM
India,HZL Nandurbar Maharashtra,WRI1026080,25.5,21.3027,74.3091,Wind,,CDM
India,HZL Palladum Wind Farm,WRI1026656,21.0,10.8674,77.4588,Wind,HZL,CDM
India,HZL Parewar Wind Farm,WRI1026094,27.3,27.2492,70.6722,Wind,,CDM
India,HZL Samana Wind Farm,WRI1026794,88.8,22.0335,70.2313,Wind,Hindustan Zinc Ltd.,CDM
India,H_GANJ B,IND0000138,605.0,28.0179,78.1326,Coal,,Central Electricity Authority
India,Hirewaddatti Wind Farm,WRI1026071,49.0,15.1997,75.762,Wind,,CDM
India,Horti Solar Power Plant,WRI1026146,20.0,17.9054,76.3224,Solar,Essel MP Energy Limited,Essel MP Energy Limited
India,I.B.VALLEY,IND0000145,420.0,21.6872,83.86,Coal,,Central Electricity Authority
India,I.P.GT,IND0000146,270.0,28.6194,77.2504,Gas,,Central Electricity Authority
India,IDAMALAYAR,IND0000148,75.0,10.207,76.7137,Hydro,,Central Electricity Authority
India,IDUKKI,IND0000149,780.0,9.8503,77.0555,Hydro,,Central Electricity Authority
India,IEPL  BELA TPP,IND0000150,270.0,20.8102,79.0556,Coal,,Central Electricity Authority
India,IL&FS Kaladeh Wind Farm,WRI1026766,24.0,22.8396,76.1906,Wind,IL&FS Wind Power Limited,CDM
India,IND BARATH TPP,IND0000153,350.0,21.658,83.92,Coal,,Central Electricity Authority
India,INDIA POWER TPP(HALDIA  HIRANMAYE ),IND0000529,300.0,22.0774,88.0995,Coal,,Central Electricity Authority
India,INDIRA SAGAR,IND0000151,1000.0,22.2791,76.4728,Hydro,,Central Electricity Authority
India,INDRA GANDHI STPP,IND0000154,1500.0,28.4849,76.3754,Coal,,Central Electricity Authority
India,ITPCL TPP,IND0000152,1200.0,11.5214,79.7515,Coal,,Central Electricity Authority
India,Ingaleshwar Wind Farm,WRI1026661,100.8,16.6208,76.0223,Wind,Fortune Five Hydel Projects Limited,CDM
India,Isanpur Solar Power Plant,WRI1026147,1.0,22.4809,72.5235,Solar,Harsha Engineers Limited,Harsha Engineers Limited
India,Itnal Solar Power Plant,WRI1026148,3.0,16.4018,74.6641,Solar,Karnataka Power Corporation Limited,Karnataka Power Corporation Limited
India,J.SAGAR,IND0000155,99.0,25.0369,75.6778,Hydro,,Central Electricity Authority
India,JAISALMER GODAWARI,WRI1019903,50.0,27.601,72.2242,Biomass,Godawari Energy ltd,Godawari Energy ltd
India,JALDHAKA I&II,IND0000156,36.0,27.0297,88.8747,Hydro,,Central Electricity Authority
India,JALLIPPA KAPURDI TPP,IND0000157,1080.0,25.8888,71.3236,Coal,,Central Electricity Authority
India,JAYKAYPURAM PLANT,WRI1019889,66.0,24.6963,73.0017,Coal,Jk Cement ltd,Jk Cement ltd
India,JAYPEE BELA CEMENT,WRI1019999,63.5,24.5286,81.1698,Coal,Jaypee Ltd jccl),Jaypee Ltd jccl)
India,JAYPEE REWA CEMENT,WRI1020000,54.5,24.565,81.1748,Coal,Jaypee Ltd jccl),Jaypee Ltd jccl)
India,JAYPEE SIDHI CEMENT,WRI1020001,155.0,24.3272,81.3293,Coal,Jaypee Ltd jccl),Jaypee Ltd jccl)
India,JEGURUPADU GT,IND0000158,445.674,16.9312,81.86,Gas,,Central Electricity Authority
India,JOG,IND0000159,139.2,14.2273,74.7994,Hydro,,Central Electricity Authority
India,JOJBERA,IND0000160,427.5,22.7554,86.2491,Coal,,Central Electricity Authority
India,JORETHANG LOOP,IND0000161,96.0,27.1598,88.2924,Hydro,,Central Electricity Authority
India,JSW RATNAGIRI TPP,IND0000162,1200.0,17.297,73.212,Coal,,Central Electricity Authority
