Country,Powerplant Name,gppd_idnr,Capacity (MW),Latitude,Longitude,Primary Fuel,Owner,Source
China,Zhangshan power station,WRI1075790,1800.0,36.3261,113.0814,Coal,Beijing Energy Investment Holding  Shanxi Zhangshan Power Generation Co,GCPT
China,Zhangze Changzhi power station,WRI1070460,840.0,36.3228,113.0807,Coal,Zhangze Power,GCPT
China,Zhangze Linfen power station,WRI1070823,600.0,36.0867,111.3994,Coal,Shanxi Zhangze Electric Power Co Ltd,GCPT
China,Zhanhua Waste Coal power station,WRI1075791,240.0,38.0114,117.9783,Coal,Shandong Weiqiao Group,GCPT
China,Zhanjiang Aoliyou power station,WRI1070296,1200.0,21.3156,110.4091,Coal,Guangdong Electric Power Development Co Ltd,GCPT
China,Zhanjiang Coal,WRI1070299,1200.0,21.3102,110.4095,Coal,Guangdong Electric Power Development Co Ltd,Industry About
China,Zhaofeng Aluminum captive power station,WRI1075792,405.0,37.7674,113.5808,Coal,Zhaofeng Aluminum,GCPT
China,Zhaoyuan Xinlong Shunde,WRI1072289,49.0,45.7242,124.4822,Wind,,UNFCCC CDM Registry
China,Zhejiang Cangnan Huangdiping Wind,WRI1071414,16.0,27.375,120.636,Wind,,UNFCCC CDM Registry
China,Zhejiang Cangnan Xiaguan Wind,WRI1071268,14.0,27.1619,120.5194,Wind,,UNFCCC CDM Registry
China,Zhejiang Dachen Island Wind Power Phase 1,WRI1071224,25.0,28.3,121.53,Wind,,UNFCCC CDM Registry
China,Zhejiang Dongtou Wind,WRI1071269,13.0,27.8314,121.1094,Wind,,UNFCCC CDM Registry
China,Zhejiang Huadian Zhoushan Dinghai Changbai,WRI1071798,12.0,30.1873,122.0345,Wind,,UNFCCC CDM Registry
China,Zhejiang Jian Paper Container power station,WRI1075793,84.0,30.6055,121.0064,Coal,Zhejiang Jian Paper Container Co,GCPT
China,Zhejiang Taizhou-1 power station,WRI1070517,1260.0,28.6978,121.453,Coal,Zhejiang Zheneng Electric Power Co Ltd,GCPT
China,Zhejiang Taizhou-2 power station,WRI1070643,2000.0,29.0132,121.6955,Coal,Zhejiang Zheneng Electric Power Co Ltd,GCPT
China,Zhejiang Tangcun,WRI1072189,32.0,29.7959,118.8453,Hydro,,UNFCCC CDM Registry
China,Zhejiang Tiantaishan,WRI1071353,10.0,29.1663,121.1425,Wind,,UNFCCC CDM Registry
China,Zhejiang Tonglu Bipu,WRI1071320,14.0,29.9219,119.5142,Hydro,,UNFCCC CDM Registry
China,Zhejiang Wencheng Baiwanshan Smallscale,WRI1071338,8.0,27.6853,120.0678,Hydro,,UNFCCC CDM Registry
China,Zhejiang Zhapu EDP power station,WRI1070640,37.0,30.6035,121.0466,Coal,Zhejiang Jiahua Industrial Park Investment & Development Company,GCPT
China,Zhejiang Zhenhai power station,WRI1070293,860.0,29.9445,121.6881,Coal,Zhejiang Zheneng Electric Power Co Ltd,GCPT
China,Zhejiang Zhoushan Jintang Phase 1 Wind,WRI1072378,25.0,29.9917,121.8831,Wind,,UNFCCC CDM Registry
China,Zhelin,WRI1000551,180.0,29.21,115.5,Hydro,,Chinese National Committee on Large Dams
China,Zheneng Changxing power station,WRI1070510,1200.0,30.9919,119.9293,Coal,Zhejiang Zheneng Electric Power Co Ltd,GCPT
China,Zheneng Liuheng power station,WRI1070516,2000.0,29.7592,122.1262,Coal,Zhejiang Zheneng Electric Power Co Ltd,GCPT
China,Zheneng Wenzhou power station,WRI1070644,2520.0,27.9963,120.8356,Coal,Zhejiang Zheneng Electric Power Co Ltd,GCPT
China,Zheneng Yueqing power station,WRI1070448,2520.0,28.1704,121.0889,Coal,Zhejiang Zheneng Electric Power Co Ltd,GCPT
China,Zhengdou,WRI1072200,24.0,29.1333,99.5,Hydro,,UNFCCC CDM Registry
China,Zhenghai,WRI1061059,700.0,29.94,121.69,Gas,,China National Technical Import and Export Corporation
China,Zhengtouba II,WRI1061015,246.0,29.25,103.07,Hydro,,Ministry of Environmental Protection
China,Zhengxiangbaiqi Zheligentu I,WRI1071612,49.0,42.4436,115.3375,Wind,,UNFCCC CDM Registry
China,Zhengzhou 2 Gas,WRI1029840,780.0,34.8,113.53,Gas,,UNFCCC CDM
China,Zhengzhou Taixiang Cogen power station,WRI1070671,270.0,34.7927,113.5017,Coal,CITIC Pacific Limited,GCPT
China,Zhengzhou Zhengdong power station,WRI1075794,400.0,34.7523,113.8529,Coal,Zhengzhou Zhengdong New District,GCPT
China,Zhenhai Oil power station,WRI1061050,300.0,29.9768,121.688,Coal,Zhejiang Provincial Energy Group Zhenhai Natural Gas Power Generation Co.  Ltd.,GCPT
China,Zhenjiang Waste Incineration,WRI1072376,24.0,32.158,119.607,Gas,,UNFCCC CDM Registry
China,Zhenkang Fengweihe,WRI1071274,40.0,23.8467,98.9833,Hydro,,UNFCCC CDM Registry
China,Zhenkang Quanqiaohe,WRI1071360,16.0,23.846,98.983,Hydro,,UNFCCC CDM Registry
China,Zhenlai Heiyupao First Phase,WRI1071212,49.0,45.8403,123.4425,Wind,,UNFCCC CDM Registry
China,Zhenxiong County Pingzi,WRI1071848,15.0,27.7073,104.6726,Hydro,,UNFCCC CDM Registry
China,Zhenxiong County Tongping,WRI1072095,20.0,27.45,104.4,Hydro,,UNFCCC CDM Registry
China,Zhexi,WRI1000589,948.0,28.33,111.13,Hydro,,HydroChina Zhongnan Engineering Company
China,Zhiganglaka,WRI1000602,190.0,36.11,101.87,Hydro,,Yellow River Conservancy Commission of the Ministry of Water
China,Zhikong,WRI1000566,100.0,29.97,91.877,Hydro,,China Tibet Online
China,Zhongdiantou Dalian Tuoshan,WRI1071994,49.0,39.8747,121.6419,Wind,,UNFCCC CDM Registry
China,Zhongdiantou Hami,WRI1026000,20.0,43.01,93.629,Solar,,UNFCCC CDM
China,Zhongdiantou Hetian,WRI1026007,20.0,37.03,79.789,Solar,,UNFCCC CDM
China,Zhongdiantou Hetianerqi,WRI1026004,20.0,43.12,89.374,Solar,,UNFCCC CDM
China,Zhongdiantou Tacheng Mayitasi Phase 1 Wind,WRI1072345,49.0,46.2295,84.2305,Wind,,UNFCCC CDM Registry
China,Zhongdiantou Tulufan,WRI1026008,20.0,43.13,89.381,Solar,,UNFCCC CDM
China,Zhongfang County Pailou Hydro,WRI1071077,18.0,27.3336,109.9128,Hydro,,UNFCCC CDM Registry
China,Zhongshan Jiaming Plant,WRI1061051,1350.0,22.57,113.57,Gas,,UNFCCC CDM
China,Zhongtai Toksun power station,WRI1070579,600.0,42.7372,88.645,Coal,Zhongtai Toksun Power Station,GCPT
China,Zhongtian Hechuang Ordos power station,WRI1075795,300.0,39.0858,109.4739,Coal,Zhongtian Hechuang Energy Co,GCPT
China,Zhongwei Xiangshan Phase 3,WRI1072156,49.0,37.1701,105.322,Wind,,UNFCCC CDM Registry
China,Zhongyu Fangzheng County Gaoleng Wind,WRI1072017,49.0,45.7176,129.3337,Wind,,UNFCCC CDM Registry
China,Zhongzhou,WRI1071037,16.0,27.923,110.2214,Hydro,,UNFCCC CDM Registry
China,Zhoubai Hydroelectric,WRI1070987,24.0,29.3,108.49,Hydro,,UNFCCC CDM Registry
China,Zhoushan Waste Incineration,WRI1071841,15.0,29.9556,122.085,Gas,,UNFCCC CDM Registry
China,Zhoutian,WRI1071732,10.0,24.947,113.781,Hydro,,UNFCCC CDM Registry
China,Zhuhai GZP power station,WRI1070298,1400.0,21.967,113.1812,Coal,Cheung Kong Infrastructure Holdings Limited,GCPT
China,Zhuhai Gaolan Island,WRI1071708,49.0,21.9186,113.2533,Wind,,UNFCCC CDM Registry
China,Zhumadian Zhongyuan,WRI1061039,754.4,32.96,114.06,Gas,Henan Zhongyuan Gas Power Company Ltd.,UNFCCC CDM
China,Zhumadian-3 power station,WRI1070137,660.0,33.0419,114.0536,Coal,Guodian Henan Power Co Ltd,GCPT
China,Zhunda power station,WRI1070383,600.0,39.7844,111.1595,Coal,Inner Mongolia Zhunda Power,GCPT
China,Zhungeer power station,WRI1070388,1320.0,39.8535,111.2563,Coal,Inner Mongolia Zhunneng TPC,GCPT
China,Zhuozi Bayin,WRI1025987,10.0,41.62,112.1,Solar,Inner Mongolia Datang International Renewable Power Company,UNFCCC CDM
China,Zhuozi Bayinxile,WRI1072071,48.0,41.1025,112.6864,Wind,,UNFCCC CDM Registry
China,Zhurihe,WRI1023865,33.4,42.47,112.79,Wind,,China Wind Power Center
China,Zhurihe Phase 1,WRI1071789,49.0,42.5333,112.7667,Wind,,UNFCCC CDM Registry
China,Zhuxi County Chahe Hydro,WRI1071796,7.0,31.6417,109.8267,Hydro,,UNFCCC CDM Registry
China,Zhuzhou Landfill,WRI1071884,3.0,27.8392,113.2178,Gas,,UNFCCC CDM Registry
China,Zibo Hongda power station,WRI1075796,140.0,36.7833,118.05,Coal,Zibo Hongda Thermal Power,GCPT
China,Zipingpu,WRI1000497,760.0,31.04,103.57,Hydro,,Wilson Center
China,Ziqiang,WRI1072262,18.0,26.6661,106.1219,Hydro,,UNFCCC CDM Registry
China,Zouxian power station,WRI1072548,4540.0,35.3256,116.9261,Coal,China Huadian Corporation,GCPT
China,Zunhua Coal,WRI1070618,600.0,40.2022,117.9211,Coal,Zunhua Xinli Energy Development Co Ltd,Industry About
Colombia,Calderas,WRI1018560,26.0,7.7918,-74.7732,Hydro,Isagen S.A.,ProColombia
Colombia,Cantral La Tasajera,WRI1018561,306.0,6.3771,-75.4478,Hydro,EPM,ProColombia
Colombia,Cartagena,WRI1018562,188.0,10.3555,-75.5109,Oil,ENDESA,ProColombia
Colombia,Central Guadalupe III,WRI1018564,270.0,6.8145,-75.2406,Hydro,EPM,ProColombia
Colombia,Central Guatapé,WRI1018565,560.0,6.32,-75.1659,Hydro,EPM,ProColombia
Colombia,Chivor,WRI1018566,1000.0,4.9008,-73.2969,Hydro,AES Chivor,ProColombia
Colombia,Gavio,WRI1018568,1200.0,4.7247,-73.4831,Hydro,Emgesa,ProColombia
Colombia,Gecelca power station,WRI1075561,164.0,7.9911,-75.5946,Coal,Gecelca SAESP,GCPT
Colombia,Jaguas,WRI1018571,170.0,6.2944,-75.0259,Hydro,Isagen S.A.,ProColombia
Colombia,La Sierra,WRI1018572,460.0,6.2345,-74.5614,Gas,EPM,ProColombia
Colombia,Miel I,WRI1018573,396.0,5.5606,-74.8866,Hydro,Isagen S.A.,ProColombia
Colombia,Porce III,WRI1018575,660.0,6.9394,-75.1398,Hydro,EPM,ProColombia
Colombia,San Carlos,WRI1018576,1246.0,6.2108,-74.8405,Hydro,Isagen S.A.,ProColombia
Colombia,Sogamoso,WRI1018578,820.0,7.1003,-73.4056,Hydro,Isagen S.A.,ProColombia
Colombia,Termobarranquilla,WRI1018580,918.0,10.9368,-74.7643,Gas,TEBSA,ProColombia
Colombia,Termocentro,WRI1018582,300.0,6.4656,-74.3912,Gas,Isagen S.A.,ProColombia
Colombia,Termoflores,WRI1018583,670.0,11.0253,-74.8112,Gas,Termoflores S.A.E.S.P,ProColombia
Colombia,Termoguajira power station,WRI1075562,330.0,11.2622,-73.4156,Coal,Gecelca SAESP,GCPT
Colombia,Termopaipa power station,WRI1018584,346.0,5.7682,-73.1472,Coal,Empresa de Energía de Boyacá,GCPT
Colombia,Termotasajero power station,WRI1018579,323.0,7.8473,-72.6328,Coal,Termotasajero SAESP,GCPT
Colombia,Termovalle,WRI1018585,205.0,3.5649,-76.4532,Gas,Termovalle S.A.,ProColombia
Colombia,Termozipa Corral power station,WRI1018588,230.0,4.9708,-73.9473,Coal,Emgesa SAESP,GCPT
Colombia,Troneras Central,WRI1018587,40.0,6.7244,-75.2817,Hydro,EPM,ProColombia
Congo,Djeno Eni,WRI1023146,36.0,-4.891,11.9154,Gas,,African Development Bank Group
Congo,Djoue,WRI1023147,15.0,-4.3012,15.2067,Hydro,,African Development Bank Group
Congo,Imboulou,WRI1023145,120.0,-2.97,16.08,Hydro,,African Development Bank Group
Congo,Loango,WRI1023148,45.3,-2.9872,12.0608,Oil,,African Development Bank Group
Congo,Moukoukoulou,WRI1023149,74.0,-3.8988,13.7654,Hydro,,African Development Bank Group
Congo,Mpila,WRI1023152,25.6,-4.2496,15.3025,Oil,,African Development Bank Group
Congo,Pointe-Noire Sne,WRI1023150,300.0,-4.9154,11.9362,Gas,,African Development Bank Group
Congo,Sounda Gorge,WRI1023151,10.0,-4.0767,12.1569,Hydro,,African Development Bank Group
Costa Rica,Alberto Echandi Hydroelectric Station Costa Rica,GEODB0002032,4.7,10.3916,-84.4383,Hydro,,GEODB
Costa Rica,Angostura Hydroelectric Power Station Costa Rica,GEODB0002120,210.0,9.9221,-83.6423,Hydro,,GEODB
Costa Rica,Arenal Hydroelectric Power Plant Costa Rica,GEODB0002153,157.5,10.4755,-84.9989,Hydro,,GEODB
Costa Rica,Birris 1 Hydroelectric Power Plant Costa Rica,GEODB0002352,18.6,9.866,-83.7771,Hydro,,GEODB
Costa Rica,Birris 3 Hydroelectric Power Plant Costa Rica,GEODB0002354,4.4,9.8944,-83.7869,Hydro,,GEODB
Costa Rica,Boca de Pozo Geothermal Power Plant Costa Rica,GEODB0002384,5.0,10.7041,-85.1942,Geothermal,,GEODB
Costa Rica,Cachi Hydroelectric Power Station Costa Rica,GEODB0002510,102.0,9.8407,-83.8037,Hydro,,GEODB
Costa Rica,Corobici (Miguel Pablo Dengo) Hydroelectric Power Plant Costa Rica,GEODB0002776,180.0,10.4695,-85.0763,Hydro,,GEODB
Costa Rica,Don Pedro Hydroelectric Power Plant Costa Rica,GEODB0002960,14.0,10.313,-84.172,Hydro,,GEODB
Costa Rica,Garabito ICE Power Plant Costa Rica,GEODB0046175,200.0,10.0444,-84.7601,Oil,,GEODB
Costa Rica,La Garita Hydroelectic Power Plant Costa Rica,GEODB0003935,30.0,9.9853,-84.339,Hydro,,GEODB
Costa Rica,La Joya Hydroelectric Power Station Costa Rica,GEODB0003940,50.0,9.8546,-83.685,Hydro,,GEODB
Costa Rica,Miravalles I and II Geothermal Power Plant Costa Rica,GEODB0004310,115.0,10.7002,-85.1944,Geothermal,,GEODB
Costa Rica,Miravalles III Geothermal Power Plant Costa Rica,GEODB0043642,27.5,10.718,-85.1819,Geothermal,,GEODB
Costa Rica,Miravalles V Geothermal Power Plant Costa Rica,GEODB0043641,15.45,10.6922,-85.19,Geothermal,,GEODB
Costa Rica,Moin I Power Plant Costa Rica,GEODB0043629,32.0,9.9924,-83.0999,Oil,,GEODB
Costa Rica,Moin II and III Power Plant Costa Rica,GEODB0043628,234.45,9.9935,-83.1,Oil,,GEODB
Costa Rica,Pailas Geothermal Power Plant Costa Rica,GEODB0043643,36.0,10.754,-85.3797,Geothermal,,GEODB
Costa Rica,Penas Blancas Hydroelectric Power Plant Costa Rica,GEODB0004737,38.0,10.3916,-84.4383,Hydro,,GEODB
Costa Rica,Pirris Hydroelectric Power Station Costa Rica,GEODB0043639,134.0,9.6314,-84.198,Hydro,,GEODB
Costa Rica,Rio Macho Hydroelectic Power Plant Costa Rica,GEODB0005101,120.0,9.7757,-83.8414,Hydro,,GEODB
Costa Rica,Rio Volcan Hydroelectric Plant Costa Rica,GEODB0005106,17.0,10.313,-84.172,Hydro,,GEODB
Costa Rica,Sandillal Hydroelectric Power Plant Costa Rica,GEODB0005262,32.0,10.4645,-85.1034,Hydro,,GEODB
Costa Rica,Toro I Hydroelectric Station Costa Rica,GEODB0005749,23.2,10.2204,-84.3056,Hydro,,GEODB
Costa Rica,Toro II Hydroelectric Power Station Costa Rica,GEODB0005750,65.2,10.222,-84.3058,Hydro,,GEODB
Costa Rica,Ventanas-Garita Hydroelectric Power Station Costa Rica,GEODB0005922,97.4,9.9443,-84.3506,Hydro,,GEODB
Cote DIvoire,Ayame (Ayme) I Hydroelectric Power Plant Cote dIvoire,GEODB0042579,20.0,5.6058,-3.1691,Hydro,,GEODB
Cote DIvoire,Ayame (Ayme) II Hydroelectric Power Plant Cote dIvoire,GEODB0042578,30.0,5.5819,-3.1591,Hydro,,GEODB
Cote DIvoire,Azito OCGT Power Plant Ivory Coast,GEODB0042570,294.0,5.3015,-4.0763,Gas,,GEODB
Cote DIvoire,Buyo Hydroelectric Power Plant Cote dIvoire,GEODB0042575,165.0,6.2422,-7.0453,Hydro,,GEODB
Cote DIvoire,Centrale Vridi OCGT Power Plant Cote DIvoire,GEODB0042573,100.0,5.2579,-4.0079,Gas,,GEODB
Cote DIvoire,Kossou Hydroelectric Power Plant Cote dIvoire,GEODB0042577,174.0,7.0304,-5.473,Hydro,,GEODB
Cote DIvoire,Taabo Hydroelectric Power Plant Cote dIvoire,GEODB0042576,210.0,6.2093,-5.0829,Hydro,,GEODB
Cote DIvoire,Vridi CIPREL OCGT Power Plant Cote DIvoire,GEODB0042574,210.0,5.2612,-4.0096,Gas,,GEODB
Croatia,Cakovec Hydroelectric Power Plant Croatia Croatia,GEODB0044829,76.0,46.3113,16.4945,Hydro,,GEODB
Croatia,Djale Hydroelectric Power Plant Croatia,GEODB0044835,40.8,43.5745,16.7115,Hydro,,GEODB
Croatia,Dubrava Hydroelectric Power Plant Croatia Croatia,GEODB0044830,76.0,46.3205,16.7489,Hydro,,GEODB
Croatia,Gojak Hydroelectric Power Plant Croatia Croatia,GEODB0044844,55.5,45.2989,15.2633,Hydro,,GEODB
Croatia,Golubic Hydroelectric Power Plant Croatia Croatia,GEODB0044840,7.5,44.09,16.2204,Hydro,,GEODB
Croatia,Jaruga Hydroelectric Power Plant Croatia Croatia,GEODB0044837,7.2,43.805,15.9626,Hydro,,GEODB
Croatia,Jertovec CCGT Power Plant Croatia,GEODB0044825,78.0,46.0386,16.1814,Gas,,GEODB
Croatia,Kraljevac Hydroelectric Power Plant Croatia,GEODB0044836,46.4,43.4307,16.8849,Hydro,,GEODB
Croatia,Lesce Hydroelectric Power Plant Croatia Croatia,GEODB0044846,42.3,45.3485,15.3452,Hydro,,GEODB
Croatia,Maljacka Hydroelectric Power Plant Croatia Croatia,GEODB0044838,24.0,44.0019,16.0192,Hydro,,GEODB
Croatia,Orlovac Hydroelectric Power Plant Croatia,GEODB0044834,237.0,43.6737,16.784,Hydro,,GEODB
Croatia,Osijek TE-TO CHP Power Plant Croatia,GEODB0044826,89.0,45.542,18.7449,Gas,,GEODB
Croatia,Ozalj Hydroelectric Power Plant Croatia Croatia,GEODB0044843,5.5,45.6143,15.4778,Hydro,,GEODB
Croatia,Peruca Hydroelectric Power Plant Croatia,GEODB0044831,60.0,43.7951,16.5968,Hydro,,GEODB
Croatia,Plomin Thermal Power Plant Croatia,GEODB0044820,330.0,45.137,14.164,Coal,,GEODB
Croatia,Rijeka Thermal Power Plant Croatia,GEODB0044822,320.0,45.2862,14.5207,Oil,,GEODB
Croatia,Senj Hydroelectric Power System Croatia Croatia,GEODB0044842,216.0,44.9429,14.9276,Hydro,,GEODB
Croatia,Sisak Thermal Power Plant Croatia,GEODB0044821,420.0,45.4538,16.4144,Oil,,GEODB
Croatia,Sklope Hydroelectric Power Plant Croatia Croatia,GEODB0044845,22.5,44.6895,15.2706,Hydro,,GEODB
Croatia,Varazdin Hydroelectric Power Plant Croatia Croatia,GEODB0044828,94.0,46.3479,16.2684,Hydro,,GEODB
Croatia,Vinodol Hydroelectric Power System Croatia Croatia,GEODB0044841,90.0,45.2286,14.6736,Hydro,,GEODB
Croatia,Zagreb El-To CHP Power Plant Croatia,GEODB0044824,86.8,45.8069,15.9498,Gas,,GEODB
Croatia,Zagreb Te-To CHP Power Plant Croatia,GEODB0044823,328.0,45.7816,16.0169,Gas,,GEODB
Croatia,Zakucac Hydroelectric Power Plant Croatia,GEODB0044832,522.0,43.4581,16.7027,Hydro,,GEODB
Cuba,10 De Octubre (nuevitas) Powerplant,WRI1002017,280.0,21.5656,-77.2711,Oil,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cuba,Antonio Guiteras Powerplant,WRI1002015,330.0,23.0687,-81.5379,Oil,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cuba,Antonio Maceo (rente) Powerplant,WRI1002018,450.0,19.9945,-75.8706,Oil,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cuba,Boca de Jaruco,WRI1002023,238.0,23.1822,-82.0171,Gas,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cuba,Carlos De Cespedes Powerplant,WRI1002019,382.0,22.1589,-80.4552,Oil,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cuba,Eg Punta Gorda Powerplant,WRI1002024,174.6,20.6377,-74.8811,Oil,Grupo Electrogeno,Association for the Study of the Cuban Economy
Cuba,Gibara,WRI1002025,10.2,21.1194,-76.1374,Wind,Unión Eléctrica,CDM
Cuba,Havana TPP,WRI1022464,500.0,23.1235,-82.412,Oil,,Technoprom
Cuba,Lidio Perez (felton) Powerplant,WRI1002020,500.0,20.7408,-75.655,Oil,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cuba,Máximo Gómez (Mariel),WRI1002016,450.0,23.02,-82.7502,Oil,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cuba,Santa Cruz,WRI1002022,300.0,23.1592,-81.9538,Oil,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cuba,Varadero Powerplant,WRI1002021,173.0,23.0879,-81.2695,Gas,Unión Eléctrica,Republic of Cuba Power Sector Infrastructure Assesment
Cyprus,Dhekelia Power Plant Cyprus,GEODB0045553,460.0,34.9809,33.7439,Oil,,GEODB
Cyprus,Moni Power Station Cyprus,GEODB0045554,140.0,34.7106,33.1825,Oil,,GEODB
Cyprus,Vasilikos Power Plant Cyprus,GEODB0045552,868.0,34.7286,33.29,Gas,,GEODB
Czech Republic,Albrechtičky Solar Power Plant,WRI1029413,1.0,49.7088,18.1182,Solar,OAS Estate,Elektrarny
Czech Republic,Arnoltice Solar Power Plant,WRI1029393,1.5,50.8349,14.2653,Solar,Solaris elektro,Elektrarny
Czech Republic,Bařice Solar Power Plant,WRI1029762,1.0,49.2488,17.4311,Solar,REN Power CZ as,Ren Power
Czech Republic,Benátky nad Jizerou Solar Power Plant,WRI1029730,4.5,50.271,14.852,Solar,Sudero,Elektrarny
Czech Republic,Bernartice Solar Power Plant,WRI1029426,1.1,49.3719,14.3771,Solar,Sunni Energo Alfa,Elektrarny
Czech Republic,Bežerovice Solar Power Plant,WRI1029602,3.0,49.2894,14.4844,Solar,ČEZ as,Elektrarny
Czech Republic,Blatná Solar Power Plant,WRI1029424,2.7,49.4202,13.8531,Solar,Solar 2,Elektrarny
Czech Republic,Blížkovice - AG-Sun Solar Power Plant,WRI1029687,3.3,48.9941,15.8293,Solar,AG-Sun,Elektrarny
Czech Republic,Blížkovice - DH Energy Solar Power Plant,WRI1029688,1.0,48.9951,15.8273,Solar,DH Energy as,Elektrarny
Czech Republic,Blšany u Loun Solar Power Plant,WRI1029706,1.0,50.3435,13.8468,Solar,Danoni LN,Elektrarny
Czech Republic,Bohuňovice Solar Power Plant,WRI1029576,3.0,49.9044,16.2569,Solar,,Juwi
Czech Republic,Bojanovice Solar Power Plant,WRI1029683,1.0,48.962,15.9981,Solar,Sun Yas spol,Elektrarny
Czech Republic,Bojkovice 2 Solar Power Plant,WRI1029789,4.1,49.0365,17.7929,Solar,Solar 2,Elektrarny
Czech Republic,Boletice Solar Power Plant,WRI1029673,1.5,50.7381,14.1889,Solar,FVE Boletice spol.,Elektrarny
Czech Republic,Bolešiny Solar Power Plant,WRI1029590,2.0,49.4044,13.3687,Solar,Sky Solar Bolešiny,Elektrarny
Czech Republic,Borek Solar Power Plant,WRI1029462,1.0,49.0301,14.5048,Solar,Solarpark Gama,Elektrarny
Czech Republic,Boskovice Solar Power Plant,WRI1029649,1.5,49.4981,16.6384,Solar,CTT,Elektrarny
Czech Republic,Boudy Solar Power Plant,WRI1029427,2.2,49.4433,14.029,Solar,Budská solární,Elektrarny
Czech Republic,Bošovice Solar Power Plant,WRI1029545,1.2,49.0498,16.8438,Solar,FVE 18,Elektrarny
Czech Republic,Božice Solar Power Plant,WRI1029717,3.3,48.8452,16.2927,Solar,Iboliden as,Elektrarny
Czech Republic,Bražec Solar Power Plant,WRI1029541,1.0,50.3968,16.1614,Solar,FV Elektrárna Bražec,Elektrarny
Czech Republic,Brno power station,WRI1075824,72.0,49.2159,16.6064,Coal,Teplarny Brno As,GCPT
Czech Republic,Brno-Tuřany Solar Power Plant,WRI1029787,21.2,49.1472,16.6909,Solar,Brno Solar Park as,Solar Global
Czech Republic,Brněnec Solar Power Plant,WRI1029632,1.3,49.6202,16.5464,Solar,RR-Energo,Elektrarny
Czech Republic,Brod 2 Solar Power Plant,WRI1029622,1.9,49.8264,12.7407,Solar,Wat - Energi,Elektrarny
Czech Republic,Brozany nad Ohří Solar Power Plant,WRI1029575,1.0,50.4488,14.1163,Solar,Amarela & Maraska,Elektrarny
Czech Republic,Bruzovice Solar Power Plant,WRI1029406,1.9,49.71,18.3852,Solar,Febrex as,Elektrarny
Czech Republic,Buchlovice Solar Power Plant,WRI1029446,1.0,49.078,17.3579,Solar,Maysville,Elektrarny
Czech Republic,Bušanovice Solar Power Plant,WRI1029806,2.0,49.1205,13.9332,Solar,Korowatt as,Elektrarny
Czech Republic,Buštěhrad Solar Power Plant,WRI1029599,2.4,50.1534,14.1729,Solar,ČEZ as,Elektrarny
Czech Republic,Bystročice Solar Power Plant,WRI1029488,2.3,49.5435,17.1807,Solar,Despopolo,Elektrarny
Czech Republic,Bystřice nad Perštejnem Solar Power Plant,WRI1029553,2.4,49.5143,16.2377,Solar,Elvolt,Elektrarny
Czech Republic,Bystřice pod Hostýnem Solar Power Plant,WRI1029795,1.3,49.3953,17.6636,Solar,SJUKO,Elektrarny
Czech Republic,Bílany Solar Power Plant,WRI1029478,4.5,49.3038,17.4179,Solar,Goodwill Power Station 1,Elektrarny
Czech Republic,Bílina Solar Power Plant,WRI1029633,3.2,50.5535,13.7572,Solar,Energosun as,Elektrarny
Czech Republic,Běhařov Solar Power Plant,WRI1029554,1.0,49.348,13.1598,Solar,PV Park as,Elektrarny
Czech Republic,Bělá nad Radbuzou Solar Power Plant,WRI1029623,5.1,49.5949,12.722,Solar,NC Services as Bio Solar sro,Elektrarny
Czech Republic,Břasy Solar Power Plant,WRI1029658,2.2,49.8353,13.5903,Solar,FVE Břasy as,Elektrarny
Czech Republic,Břest Solar Power Plant,WRI1029542,1.6,49.3538,17.4258,Solar,Břest Solar Plant,Nobility
Czech Republic,Březová Solar Power Plant,WRI1029791,5.0,49.2563,17.7905,Solar,Kokusai CzechSol Three (3),Elektrarny
Czech Republic,Bžany Solar Power Plant,WRI1029682,1.9,50.5945,13.8885,Solar,Kont Energy as,Elektrarny
Czech Republic,Cerhovice Solar Power Plant,WRI1029775,1.6,49.8482,13.8418,Solar,Transiwatt,Elektrarny
Czech Republic,Chabařovice-Vyklice 1 Solar Power Plant,WRI1029714,1.0,50.6644,13.9193,Solar,RAY-ON,Ray ON
Czech Republic,Chabařovice-Vyklice 2 Solar Power Plant,WRI1029715,4.2,50.6644,13.9159,Solar,RAY-ON,Ray ON
Czech Republic,Chabařovice-Vyklice 3 Solar Power Plant,WRI1029707,2.8,50.6732,13.9138,Solar,RAY-ON,Ray ON
Czech Republic,Chabařovice-Vyklice 7 Solar Power Plant,WRI1029708,2.3,50.6689,13.9142,Solar,RAY-ON,Ray ON
Czech Republic,Chlebičov Solar Power Plant,WRI1029409,1.0,49.9565,17.976,Solar,JSC Power,Elektrarny
Czech Republic,Chlum Solar Power Plant,WRI1029434,1.0,49.9352,13.6627,Solar,Photon Energy Operations CZ,http://www.photonenergyoperations.cz/provoz-a-servis-fve
